,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,date
25193,25194,2012,11,15,17,125.0,-8,5.0,1025.0,1,0.89,0,0,2012-11-15 17:00:00
25194,25195,2012,11,15,18,130.0,-7,4.0,1025.0,3,1.79,0,0,2012-11-15 18:00:00
25195,25196,2012,11,15,19,122.0,-8,7.0,1026.0,3,3.58,0,0,2012-11-15 19:00:00
25196,25197,2012,11,15,20,113.0,-1,4.0,1026.0,0,4.92,0,1,2012-11-15 20:00:00
25197,25198,2012,11,15,21,130.0,1,2.0,1025.0,0,8.05,0,2,2012-11-15 21:00:00
25198,25199,2012,11,15,22,137.0,0,1.0,1025.0,1,0.89,0,3,2012-11-15 22:00:00
25199,25200,2012,11,15,23,137.0,0,0.0,1025.0,3,0.89,1,0,2012-11-15 23:00:00
25200,25201,2012,11,16,0,129.0,0,0.0,1025.0,3,1.78,2,0,2012-11-16 00:00:00
25201,25202,2012,11,16,1,126.0,0,0.0,1024.0,1,0.89,0,0,2012-11-16 01:00:00
25202,25203,2012,11,16,2,136.0,0,1.0,1024.0,1,1.78,1,0,2012-11-16 02:00:00
25203,25204,2012,11,16,3,159.0,0,0.0,1023.0,0,1.79,0,0,2012-11-16 03:00:00
25204,25205,2012,11,16,4,159.0,0,0.0,1023.0,0,3.58,0,0,2012-11-16 04:00:00
25205,25206,2012,11,16,5,180.0,0,0.0,1023.0,1,0.89,0,0,2012-11-16 05:00:00
25206,25207,2012,11,16,6,175.0,0,0.0,1023.0,1,1.78,0,0,2012-11-16 06:00:00
25207,25208,2012,11,16,7,170.0,0,0.0,1023.0,1,2.23,0,0,2012-11-16 07:00:00
25208,25209,2012,11,16,8,171.0,0,1.0,1023.0,1,3.12,0,0,2012-11-16 08:00:00
25209,25210,2012,11,16,9,176.0,0,1.0,1023.0,1,4.01,0,0,2012-11-16 09:00:00
25210,25211,2012,11,16,10,206.0,1,1.0,1023.0,2,1.79,0,0,2012-11-16 10:00:00
25211,25212,2012,11,16,11,252.0,1,2.0,1022.0,0,1.79,0,0,2012-11-16 11:00:00
25212,25213,2012,11,16,12,263.0,2,5.0,1021.0,1,0.89,0,0,2012-11-16 12:00:00
25213,25214,2012,11,16,13,256.0,3,6.0,1020.0,1,1.78,0,0,2012-11-16 13:00:00
25214,25215,2012,11,16,14,182.0,1,8.0,1020.0,1,3.57,0,0,2012-11-16 14:00:00
25215,25216,2012,11,16,15,10.0,-5,9.0,1019.0,0,7.15,0,0,2012-11-16 15:00:00
25216,25217,2012,11,16,16,13.0,-5,9.0,1020.0,0,14.3,0,0,2012-11-16 16:00:00
25217,25218,2012,11,16,17,17.0,-5,8.0,1020.0,0,21.45,0,0,2012-11-16 17:00:00
25218,25219,2012,11,16,18,20.0,-5,7.0,1020.0,0,28.6,0,0,2012-11-16 18:00:00
25219,25220,2012,11,16,19,25.0,-4,6.0,1021.0,0,35.75,0,0,2012-11-16 19:00:00
25220,25221,2012,11,16,20,20.0,-5,6.0,1021.0,0,40.67,0,0,2012-11-16 20:00:00
25221,25222,2012,11,16,21,19.0,-5,5.0,1021.0,0,44.69,0,0,2012-11-16 21:00:00
25222,25223,2012,11,16,22,23.0,-7,6.0,1021.0,0,47.82,0,0,2012-11-16 22:00:00
25223,25224,2012,11,16,23,18.0,-6,6.0,1020.0,0,50.95,0,0,2012-11-16 23:00:00
25224,25225,2012,11,17,0,17.0,-5,0.0,1020.0,0,54.08,0,0,2012-11-17 00:00:00
25225,25226,2012,11,17,1,20.0,-5,1.0,1020.0,0,58.1,0,0,2012-11-17 01:00:00
25226,25227,2012,11,17,2,28.0,-5,-1.0,1020.0,0,59.89,0,0,2012-11-17 02:00:00
25227,25228,2012,11,17,3,27.0,-5,-2.0,1020.0,0,61.68,0,0,2012-11-17 03:00:00
25228,25229,2012,11,17,4,35.0,-5,-1.0,1019.0,1,0.45,0,0,2012-11-17 04:00:00
25229,25230,2012,11,17,5,38.0,-3,-2.0,1019.0,1,0.9,0,0,2012-11-17 05:00:00
25230,25231,2012,11,17,6,56.0,-5,-1.0,1020.0,1,1.79,0,0,2012-11-17 06:00:00
25231,25232,2012,11,17,7,57.0,-5,2.0,1020.0,1,3.58,0,0,2012-11-17 07:00:00
25232,25233,2012,11,17,8,75.0,-3,-1.0,1020.0,2,1.79,0,0,2012-11-17 08:00:00
25233,25234,2012,11,17,9,70.0,-3,4.0,1021.0,1,0.89,0,0,2012-11-17 09:00:00
25234,25235,2012,11,17,10,50.0,-5,7.0,1021.0,1,2.68,0,0,2012-11-17 10:00:00
25235,25236,2012,11,17,11,51.0,-4,7.0,1021.0,3,1.79,0,0,2012-11-17 11:00:00
25236,25237,2012,11,17,12,58.0,-4,8.0,1020.0,3,3.58,0,0,2012-11-17 12:00:00
25237,25238,2012,11,17,13,56.0,-6,9.0,1019.0,1,0.89,0,0,2012-11-17 13:00:00
25238,25239,2012,11,17,14,62.0,-7,10.0,1019.0,1,2.68,0,0,2012-11-17 14:00:00
25239,25240,2012,11,17,15,64.0,-8,10.0,1019.0,3,1.79,0,0,2012-11-17 15:00:00
25240,25241,2012,11,17,16,72.0,-7,9.0,1019.0,3,3.58,0,0,2012-11-17 16:00:00
25241,25242,2012,11,17,17,69.0,-5,7.0,1019.0,3,5.37,0,0,2012-11-17 17:00:00
25242,25243,2012,11,17,18,66.0,-2,4.0,1020.0,3,6.26,0,0,2012-11-17 18:00:00
25243,25244,2012,11,17,19,57.0,-2,3.0,1020.0,1,0.89,0,0,2012-11-17 19:00:00
25244,25245,2012,11,17,20,93.0,-2,2.0,1020.0,1,1.78,0,0,2012-11-17 20:00:00
25245,25246,2012,11,17,21,114.0,-2,2.0,1021.0,1,2.23,0,0,2012-11-17 21:00:00
25246,25247,2012,11,17,22,135.0,-3,2.0,1021.0,3,1.79,0,0,2012-11-17 22:00:00
25247,25248,2012,11,17,23,157.0,-3,2.0,1021.0,3,3.58,0,0,2012-11-17 23:00:00
25248,25249,2012,11,18,0,179.0,-3,2.0,1021.0,3,5.37,0,0,2012-11-18 00:00:00
25249,25250,2012,11,18,1,171.0,-3,-1.0,1020.0,3,6.26,0,0,2012-11-18 01:00:00
25250,25251,2012,11,18,2,180.0,-3,-1.0,1020.0,1,0.89,0,0,2012-11-18 02:00:00
25251,25252,2012,11,18,3,189.0,-3,-1.0,1020.0,3,0.89,0,0,2012-11-18 03:00:00
25252,25253,2012,11,18,4,219.0,-2,0.0,1019.0,3,1.78,0,0,2012-11-18 04:00:00
25253,25254,2012,11,18,5,174.0,-3,0.0,1019.0,1,0.89,0,0,2012-11-18 05:00:00
25254,25255,2012,11,18,6,154.0,-3,-1.0,1019.0,1,1.78,0,0,2012-11-18 06:00:00
25255,25256,2012,11,18,7,167.0,-3,-2.0,1019.0,0,0.89,0,0,2012-11-18 07:00:00
25256,25257,2012,11,18,8,164.0,-2,0.0,1019.0,0,2.68,0,0,2012-11-18 08:00:00
25257,25258,2012,11,18,9,168.0,-1,3.0,1019.0,0,4.47,0,0,2012-11-18 09:00:00
25258,25259,2012,11,18,10,179.0,-2,5.0,1019.0,1,0.89,0,0,2012-11-18 10:00:00
25259,25260,2012,11,18,11,164.0,-2,6.0,1018.0,1,1.78,0,0,2012-11-18 11:00:00
25260,25261,2012,11,18,12,170.0,-2,6.0,1017.0,1,2.67,0,0,2012-11-18 12:00:00
25261,25262,2012,11,18,13,157.0,-2,7.0,1016.0,1,3.56,0,0,2012-11-18 13:00:00
25262,25263,2012,11,18,14,156.0,-2,8.0,1016.0,1,4.45,0,0,2012-11-18 14:00:00
25263,25264,2012,11,18,15,156.0,-2,8.0,1016.0,1,5.34,0,0,2012-11-18 15:00:00
25264,25265,2012,11,18,16,153.0,-2,8.0,1016.0,0,1.79,0,0,2012-11-18 16:00:00
25265,25266,2012,11,18,17,152.0,-6,11.0,1017.0,0,8.94,0,0,2012-11-18 17:00:00
25266,25267,2012,11,18,18,17.0,-9,10.0,1018.0,0,16.99,0,0,2012-11-18 18:00:00
25267,25268,2012,11,18,19,13.0,-9,8.0,1020.0,0,29.06,0,0,2012-11-18 19:00:00
25268,25269,2012,11,18,20,11.0,-9,7.0,1020.0,0,38.89,0,0,2012-11-18 20:00:00
25269,25270,2012,11,18,21,12.0,-9,6.0,1022.0,0,43.81,0,0,2012-11-18 21:00:00
25270,25271,2012,11,18,22,8.0,-11,5.0,1022.0,0,48.73,0,0,2012-11-18 22:00:00
25271,25272,2012,11,18,23,7.0,-12,5.0,1023.0,0,57.67,0,0,2012-11-18 23:00:00
25272,25273,2012,11,19,0,11.0,-13,4.0,1023.0,0,67.5,0,0,2012-11-19 00:00:00
25273,25274,2012,11,19,1,7.0,-12,4.0,1023.0,0,76.44,0,0,2012-11-19 01:00:00
25274,25275,2012,11,19,2,9.0,-13,4.0,1024.0,0,86.27,0,0,2012-11-19 02:00:00
25275,25276,2012,11,19,3,10.0,-11,3.0,1025.0,0,94.32,0,0,2012-11-19 03:00:00
25276,25277,2012,11,19,4,6.0,-11,3.0,1024.0,0,103.26,0,0,2012-11-19 04:00:00
25277,25278,2012,11,19,5,12.0,-11,2.0,1025.0,0,109.07,0,0,2012-11-19 05:00:00
25278,25279,2012,11,19,6,13.0,-9,1.0,1025.0,1,0.89,0,0,2012-11-19 06:00:00
25279,25280,2012,11,19,7,14.0,-8,0.0,1025.0,0,4.02,0,0,2012-11-19 07:00:00
25280,25281,2012,11,19,8,22.0,-9,1.0,1026.0,1,0.89,0,0,2012-11-19 08:00:00
25281,25282,2012,11,19,9,27.0,-10,3.0,1027.0,2,1.79,0,0,2012-11-19 09:00:00
25282,25283,2012,11,19,10,20.0,-11,5.0,1027.0,2,5.81,0,0,2012-11-19 10:00:00
25283,25284,2012,11,19,11,22.0,-12,7.0,1027.0,0,3.13,0,0,2012-11-19 11:00:00
25284,25285,2012,11,19,12,24.0,-12,8.0,1025.0,2,4.02,0,0,2012-11-19 12:00:00
25285,25286,2012,11,19,13,23.0,-12,8.0,1024.0,1,0.89,0,0,2012-11-19 13:00:00
25286,25287,2012,11,19,14,22.0,-12,9.0,1024.0,1,1.78,0,0,2012-11-19 14:00:00
25287,25288,2012,11,19,15,31.0,-11,9.0,1023.0,3,3.13,0,0,2012-11-19 15:00:00
25288,25289,2012,11,19,16,36.0,-11,9.0,1023.0,3,7.15,0,0,2012-11-19 16:00:00
25289,25290,2012,11,19,17,36.0,-10,7.0,1023.0,3,11.17,0,0,2012-11-19 17:00:00
25290,25291,2012,11,19,18,51.0,-9,7.0,1024.0,1,3.13,0,0,2012-11-19 18:00:00
25291,25292,2012,11,19,19,67.0,-8,6.0,1024.0,1,4.92,0,0,2012-11-19 19:00:00
25292,25293,2012,11,19,20,66.52380952380952,-6,3.0,1024.0,3,1.79,0,0,2012-11-19 20:00:00
25293,25294,2012,11,19,21,66.04761904761905,-4,0.0,1024.0,1,0.89,0,0,2012-11-19 21:00:00
25294,25295,2012,11,19,22,65.57142857142857,-4,-1.0,1024.0,2,1.79,0,0,2012-11-19 22:00:00
25295,25296,2012,11,19,23,65.0952380952381,-4,0.0,1023.0,1,0.89,0,0,2012-11-19 23:00:00
25296,25297,2012,11,20,0,64.61904761904762,-5,-3.0,1023.0,2,0.89,0,0,2012-11-20 00:00:00
25297,25298,2012,11,20,1,64.14285714285714,-4,-2.0,1023.0,0,1.79,0,0,2012-11-20 01:00:00
25298,25299,2012,11,20,2,63.666666666666664,-4,-2.0,1024.0,0,2.68,0,0,2012-11-20 02:00:00
25299,25300,2012,11,20,3,63.19047619047619,-5,-4.0,1024.0,0,4.47,0,0,2012-11-20 03:00:00
25300,25301,2012,11,20,4,62.714285714285715,-5,-4.0,1024.0,0,5.36,0,0,2012-11-20 04:00:00
25301,25302,2012,11,20,5,62.23809523809524,-5,-4.0,1024.0,0,7.15,0,0,2012-11-20 05:00:00
25302,25303,2012,11,20,6,61.76190476190476,-5,-3.0,1024.0,0,8.04,0,0,2012-11-20 06:00:00
25303,25304,2012,11,20,7,61.285714285714285,-5,-4.0,1024.0,0,9.83,0,0,2012-11-20 07:00:00
25304,25305,2012,11,20,8,60.80952380952381,-3,2.0,1025.0,0,12.96,0,0,2012-11-20 08:00:00
25305,25306,2012,11,20,9,60.333333333333336,-4,4.0,1025.0,0,16.98,0,0,2012-11-20 09:00:00
25306,25307,2012,11,20,10,59.85714285714286,-5,6.0,1024.0,0,21.9,0,0,2012-11-20 10:00:00
25307,25308,2012,11,20,11,59.38095238095238,-6,7.0,1024.0,2,4.02,0,0,2012-11-20 11:00:00
25308,25309,2012,11,20,12,58.904761904761905,-7,9.0,1023.0,0,3.13,0,0,2012-11-20 12:00:00
25309,25310,2012,11,20,13,58.42857142857143,-7,10.0,1022.0,1,0.89,0,0,2012-11-20 13:00:00
25310,25311,2012,11,20,14,57.95238095238095,-7,11.0,1022.0,1,1.78,0,0,2012-11-20 14:00:00
25311,25312,2012,11,20,15,57.476190476190474,-8,10.0,1021.0,1,2.67,0,0,2012-11-20 15:00:00
25312,25313,2012,11,20,16,57.0,-7,9.0,1021.0,3,1.79,0,0,2012-11-20 16:00:00
25313,25314,2012,11,20,17,87.0,-6,7.0,1021.0,3,2.68,0,0,2012-11-20 17:00:00
25314,25315,2012,11,20,18,110.0,-3,4.0,1022.0,3,3.57,0,0,2012-11-20 18:00:00
25315,25316,2012,11,20,19,132.0,-4,2.0,1022.0,3,4.46,0,0,2012-11-20 19:00:00
25316,25317,2012,11,20,20,159.0,-2,3.0,1022.0,1,0.89,0,0,2012-11-20 20:00:00
25317,25318,2012,11,20,21,134.0,-2,2.0,1023.0,3,0.89,0,0,2012-11-20 21:00:00
25318,25319,2012,11,20,22,141.0,-2,1.0,1022.0,1,0.89,0,0,2012-11-20 22:00:00
25319,25320,2012,11,20,23,153.0,-2,0.0,1022.0,3,0.89,0,0,2012-11-20 23:00:00
25320,25321,2012,11,21,0,149.0,-3,-1.0,1022.0,3,1.78,0,0,2012-11-21 00:00:00
25321,25322,2012,11,21,1,163.0,-3,0.0,1021.0,3,2.67,0,0,2012-11-21 01:00:00
25322,25323,2012,11,21,2,164.0,-3,0.0,1021.0,1,0.89,0,0,2012-11-21 02:00:00
25323,25324,2012,11,21,3,248.0,-4,-1.0,1021.0,1,1.78,0,0,2012-11-21 03:00:00
25324,25325,2012,11,21,4,334.0,-4,-3.0,1020.0,2,0.89,0,0,2012-11-21 04:00:00
25325,25326,2012,11,21,5,370.0,-3,-2.0,1020.0,1,0.45,0,0,2012-11-21 05:00:00
25326,25327,2012,11,21,6,331.0,-3,-2.0,1020.0,0,1.79,0,0,2012-11-21 06:00:00
25327,25328,2012,11,21,7,293.0,-4,-3.0,1020.0,2,0.89,0,0,2012-11-21 07:00:00
25328,25329,2012,11,21,8,305.0,-3,-2.0,1020.0,1,0.89,0,0,2012-11-21 08:00:00
25329,25330,2012,11,21,9,285.0,-1,3.0,1019.0,0,1.79,0,0,2012-11-21 09:00:00
25330,25331,2012,11,21,10,280.0,-1,4.0,1019.0,0,3.58,0,0,2012-11-21 10:00:00
25331,25332,2012,11,21,11,235.0,-2,6.0,1019.0,1,0.89,0,0,2012-11-21 11:00:00
25332,25333,2012,11,21,12,164.0,-3,8.0,1018.0,1,1.78,0,0,2012-11-21 12:00:00
25333,25334,2012,11,21,13,183.0,-3,8.0,1017.0,1,2.67,0,0,2012-11-21 13:00:00
25334,25335,2012,11,21,14,196.0,-4,9.0,1017.0,1,3.56,0,0,2012-11-21 14:00:00
25335,25336,2012,11,21,15,218.0,-4,9.0,1016.0,1,4.45,0,0,2012-11-21 15:00:00
25336,25337,2012,11,21,16,237.0,-3,9.0,1017.0,1,5.34,0,0,2012-11-21 16:00:00
25337,25338,2012,11,21,17,249.0,-2,6.0,1017.0,3,1.79,0,0,2012-11-21 17:00:00
25338,25339,2012,11,21,18,269.0,-1,3.0,1018.0,1,0.89,0,0,2012-11-21 18:00:00
25339,25340,2012,11,21,19,277.0,-2,3.0,1019.0,1,1.78,0,0,2012-11-21 19:00:00
25340,25341,2012,11,21,20,286.0,-1,1.0,1020.0,3,0.89,0,0,2012-11-21 20:00:00
25341,25342,2012,11,21,21,308.0,-1,1.0,1020.0,2,0.89,0,0,2012-11-21 21:00:00
25342,25343,2012,11,21,22,338.0,-1,1.0,1020.0,2,1.78,0,0,2012-11-21 22:00:00
25343,25344,2012,11,21,23,350.0,-1,0.0,1019.0,1,0.89,0,0,2012-11-21 23:00:00
25344,25345,2012,11,22,0,404.0,0,0.0,1020.0,1,1.34,0,0,2012-11-22 00:00:00
25345,25346,2012,11,22,1,410.0,-2,-1.0,1019.0,1,2.23,0,0,2012-11-22 01:00:00
25346,25347,2012,11,22,2,418.0,-2,-1.0,1019.0,0,1.79,0,0,2012-11-22 02:00:00
25347,25348,2012,11,22,3,431.0,-1,0.0,1019.0,1,0.89,0,0,2012-11-22 03:00:00
25348,25349,2012,11,22,4,359.0,-1,0.0,1019.0,3,0.89,0,0,2012-11-22 04:00:00
25349,25350,2012,11,22,5,318.0,-1,1.0,1019.0,2,0.89,0,0,2012-11-22 05:00:00
25350,25351,2012,11,22,6,335.0,-1,1.0,1020.0,0,1.79,0,0,2012-11-22 06:00:00
25351,25352,2012,11,22,7,236.0,0,2.0,1021.0,0,3.58,0,0,2012-11-22 07:00:00
25352,25353,2012,11,22,8,226.0,0,4.0,1022.0,0,6.71,0,0,2012-11-22 08:00:00
25353,25354,2012,11,22,9,226.0,1,4.0,1022.0,1,0.89,0,0,2012-11-22 09:00:00
25354,25355,2012,11,22,10,190.0,1,6.0,1023.0,0,3.13,0,0,2012-11-22 10:00:00
25355,25356,2012,11,22,11,84.0,1,6.0,1023.0,0,7.15,0,0,2012-11-22 11:00:00
25356,25357,2012,11,22,12,33.0,0,7.0,1023.0,2,1.79,0,0,2012-11-22 12:00:00
25357,25358,2012,11,22,13,38.0,-2,7.0,1023.0,0,4.92,0,0,2012-11-22 13:00:00
25358,25359,2012,11,22,14,28.0,-9,8.0,1023.0,0,12.97,0,0,2012-11-22 14:00:00
25359,25360,2012,11,22,15,23.0,-10,7.0,1024.0,0,21.91,0,0,2012-11-22 15:00:00
25360,25361,2012,11,22,16,19.0,-11,7.0,1025.0,0,29.96,0,0,2012-11-22 16:00:00
25361,25362,2012,11,22,17,13.0,-11,6.0,1026.0,0,37.11,0,0,2012-11-22 17:00:00
25362,25363,2012,11,22,18,16.0,-11,4.0,1027.0,0,42.92,0,0,2012-11-22 18:00:00
25363,25364,2012,11,22,19,13.0,-16,4.0,1029.0,0,48.73,0,0,2012-11-22 19:00:00
25364,25365,2012,11,22,20,11.0,-17,4.0,1030.0,0,55.88,0,0,2012-11-22 20:00:00
25365,25366,2012,11,22,21,6.0,-18,2.0,1031.0,0,63.03,0,0,2012-11-22 21:00:00
25366,25367,2012,11,22,22,6.0,-20,2.0,1032.0,0,71.08,0,0,2012-11-22 22:00:00
25367,25368,2012,11,22,23,11.0,-20,1.0,1031.0,0,76.89,0,0,2012-11-22 23:00:00
25368,25369,2012,11,23,0,15.0,-20,0.0,1031.0,0,82.7,0,0,2012-11-23 00:00:00
25369,25370,2012,11,23,1,16.0,-16,-3.0,1031.0,2,3.13,0,0,2012-11-23 01:00:00
25370,25371,2012,11,23,2,15.0,-16,-4.0,1031.0,0,4.02,0,0,2012-11-23 02:00:00
25371,25372,2012,11,23,3,15.0,-17,-3.0,1030.0,0,4.91,0,0,2012-11-23 03:00:00
25372,25373,2012,11,23,4,12.0,-15,-7.0,1029.0,0,8.04,0,0,2012-11-23 04:00:00
25373,25374,2012,11,23,5,14.0,-14,-5.0,1029.0,0,11.17,0,0,2012-11-23 05:00:00
25374,25375,2012,11,23,6,10.0,-12,-6.0,1029.0,2,1.79,0,0,2012-11-23 06:00:00
25375,25376,2012,11,23,7,21.0,-12,-6.0,1029.0,0,3.13,0,0,2012-11-23 07:00:00
25376,25377,2012,11,23,8,25.0,-13,-2.0,1029.0,2,3.13,0,0,2012-11-23 08:00:00
25377,25378,2012,11,23,9,27.0,-14,1.0,1029.0,0,3.13,0,0,2012-11-23 09:00:00
25378,25379,2012,11,23,10,23.0,-15,2.0,1029.0,0,6.26,0,0,2012-11-23 10:00:00
25379,25380,2012,11,23,11,27.0,-16,3.0,1028.0,0,9.39,0,0,2012-11-23 11:00:00
25380,25381,2012,11,23,12,30.0,-16,4.0,1026.0,0,12.52,0,0,2012-11-23 12:00:00
25381,25382,2012,11,23,13,29.0,-16,5.0,1025.0,0,15.65,0,0,2012-11-23 13:00:00
25382,25383,2012,11,23,14,39.0,-16,6.0,1024.0,0,18.78,0,0,2012-11-23 14:00:00
25383,25384,2012,11,23,15,43.0,-16,6.0,1023.0,0,21.91,0,0,2012-11-23 15:00:00
25384,25385,2012,11,23,16,44.0,-14,6.0,1023.0,0,26.83,0,0,2012-11-23 16:00:00
25385,25386,2012,11,23,17,49.0,-13,5.0,1023.0,0,31.75,0,0,2012-11-23 17:00:00
25386,25387,2012,11,23,18,78.0,-13,4.0,1023.0,1,3.13,0,0,2012-11-23 18:00:00
25387,25388,2012,11,23,19,85.0,-12,4.0,1024.0,3,4.02,0,0,2012-11-23 19:00:00
25388,25389,2012,11,23,20,94.0,-11,4.0,1024.0,3,8.04,0,0,2012-11-23 20:00:00
25389,25390,2012,11,23,21,105.0,-10,3.0,1024.0,3,12.06,0,0,2012-11-23 21:00:00
25390,25391,2012,11,23,22,100.0,-10,3.0,1024.0,3,15.19,0,0,2012-11-23 22:00:00
25391,25392,2012,11,23,23,95.0,-10,3.0,1024.0,3,16.98,0,0,2012-11-23 23:00:00
25392,25393,2012,11,24,0,106.0,-7,-3.0,1024.0,1,0.45,0,0,2012-11-24 00:00:00
25393,25394,2012,11,24,1,116.0,-7,-3.0,1023.0,1,1.34,0,0,2012-11-24 01:00:00
25394,25395,2012,11,24,2,123.0,-8,-6.0,1023.0,0,1.79,0,0,2012-11-24 02:00:00
25395,25396,2012,11,24,3,131.0,-7,-5.0,1022.0,1,0.89,0,0,2012-11-24 03:00:00
25396,25397,2012,11,24,4,155.0,-8,-5.0,1022.0,1,1.78,0,0,2012-11-24 04:00:00
25397,25398,2012,11,24,5,162.0,-8,-5.0,1022.0,1,2.23,0,0,2012-11-24 05:00:00
25398,25399,2012,11,24,6,177.0,-8,-6.0,1022.0,0,0.89,0,0,2012-11-24 06:00:00
25399,25400,2012,11,24,7,148.0,-8,-7.0,1022.0,2,0.89,0,0,2012-11-24 07:00:00
25400,25401,2012,11,24,8,121.0,-7,-5.0,1023.0,0,1.79,0,0,2012-11-24 08:00:00
25401,25402,2012,11,24,9,109.0,-5,-1.0,1023.0,0,3.58,0,0,2012-11-24 09:00:00
25402,25403,2012,11,24,10,90.0,-6,2.0,1022.0,1,0.89,0,0,2012-11-24 10:00:00
25403,25404,2012,11,24,11,84.0,-8,4.0,1022.0,1,1.78,0,0,2012-11-24 11:00:00
25404,25405,2012,11,24,12,72.0,-9,6.0,1021.0,1,2.67,0,0,2012-11-24 12:00:00
25405,25406,2012,11,24,13,83.0,-9,7.0,1020.0,1,4.46,0,0,2012-11-24 13:00:00
25406,25407,2012,11,24,14,121.0,-10,7.0,1019.0,1,7.59,0,0,2012-11-24 14:00:00
25407,25408,2012,11,24,15,141.0,-9,6.0,1018.0,3,3.13,0,0,2012-11-24 15:00:00
25408,25409,2012,11,24,16,118.0,-10,6.0,1018.0,3,6.26,0,0,2012-11-24 16:00:00
25409,25410,2012,11,24,17,158.0,-8,4.0,1018.0,3,8.05,0,0,2012-11-24 17:00:00
25410,25411,2012,11,24,18,202.0,-7,2.0,1018.0,3,9.84,0,0,2012-11-24 18:00:00
25411,25412,2012,11,24,19,204.0,-6,0.0,1019.0,3,11.63,0,0,2012-11-24 19:00:00
25412,25413,2012,11,24,20,221.0,-5,0.0,1020.0,1,0.89,0,0,2012-11-24 20:00:00
25413,25414,2012,11,24,21,209.0,-5,-3.0,1019.0,2,0.89,0,0,2012-11-24 21:00:00
25414,25415,2012,11,24,22,246.0,-4,-2.0,1019.0,3,0.89,0,0,2012-11-24 22:00:00
25415,25416,2012,11,24,23,315.0,-5,-3.0,1020.0,2,1.79,0,0,2012-11-24 23:00:00
25416,25417,2012,11,25,0,326.0,-5,-2.0,1020.0,1,0.89,0,0,2012-11-25 00:00:00
25417,25418,2012,11,25,1,358.0,-4,-3.0,1020.0,0,1.79,0,0,2012-11-25 01:00:00
25418,25419,2012,11,25,2,445.0,-4,-3.0,1019.0,0,2.68,0,0,2012-11-25 02:00:00
25419,25420,2012,11,25,3,413.0,-5,-3.0,1018.0,0,4.47,0,0,2012-11-25 03:00:00
25420,25421,2012,11,25,4,345.0,-5,-3.0,1018.0,0,6.26,0,0,2012-11-25 04:00:00
25421,25422,2012,11,25,5,329.0,-4,-1.0,1018.0,1,0.89,0,0,2012-11-25 05:00:00
25422,25423,2012,11,25,6,290.0,-4,0.0,1018.0,0,1.79,0,0,2012-11-25 06:00:00
25423,25424,2012,11,25,7,248.0,-4,-1.0,1019.0,1,0.45,0,0,2012-11-25 07:00:00
25424,25425,2012,11,25,8,284.0,-3,0.0,1020.0,0,1.79,0,0,2012-11-25 08:00:00
25425,25426,2012,11,25,9,247.0,-4,2.0,1020.0,0,4.92,0,0,2012-11-25 09:00:00
25426,25427,2012,11,25,10,246.0,-3,2.0,1020.0,0,8.05,0,0,2012-11-25 10:00:00
25427,25428,2012,11,25,11,109.0,-8,6.0,1020.0,0,13.86,0,0,2012-11-25 11:00:00
25428,25429,2012,11,25,12,33.0,-13,8.0,1019.0,0,19.67,0,0,2012-11-25 12:00:00
25429,25430,2012,11,25,13,20.0,-14,7.0,1019.0,0,27.72,0,0,2012-11-25 13:00:00
25430,25431,2012,11,25,14,14.0,-15,7.0,1019.0,0,34.87,0,0,2012-11-25 14:00:00
25431,25432,2012,11,25,15,11.0,-16,7.0,1020.0,0,42.02,0,0,2012-11-25 15:00:00
25432,25433,2012,11,25,16,8.0,-16,7.0,1020.0,0,46.94,0,0,2012-11-25 16:00:00
25433,25434,2012,11,25,17,9.0,-16,6.0,1021.0,0,51.86,0,0,2012-11-25 17:00:00
25434,25435,2012,11,25,18,17.0,-16,6.0,1021.0,0,57.67,0,0,2012-11-25 18:00:00
25435,25436,2012,11,25,19,20.0,-17,4.0,1022.0,0,61.69,0,0,2012-11-25 19:00:00
25436,25437,2012,11,25,20,17.0,-15,2.0,1023.0,1,0.89,0,0,2012-11-25 20:00:00
25437,25438,2012,11,25,21,13.0,-14,1.0,1023.0,0,4.02,0,0,2012-11-25 21:00:00
25438,25439,2012,11,25,22,22.0,-16,3.0,1023.0,0,8.04,0,0,2012-11-25 22:00:00
25439,25440,2012,11,25,23,32.0,-13,-1.0,1023.0,0,9.83,0,0,2012-11-25 23:00:00
25440,25441,2012,11,26,0,23.0,-14,0.0,1023.0,0,12.96,0,0,2012-11-26 00:00:00
25441,25442,2012,11,26,1,11.0,-14,2.0,1023.0,0,17.88,0,0,2012-11-26 01:00:00
25442,25443,2012,11,26,2,19.0,-15,2.0,1023.0,0,25.03,0,0,2012-11-26 02:00:00
25443,25444,2012,11,26,3,19.0,-15,2.0,1022.0,0,29.95,0,0,2012-11-26 03:00:00
25444,25445,2012,11,26,4,16.0,-15,1.0,1022.0,0,33.97,0,0,2012-11-26 04:00:00
25445,25446,2012,11,26,5,13.0,-12,-1.0,1022.0,0,35.76,0,0,2012-11-26 05:00:00
25446,25447,2012,11,26,6,15.0,-16,1.0,1022.0,0,38.89,0,0,2012-11-26 06:00:00
25447,25448,2012,11,26,7,15.0,-16,1.0,1022.0,0,42.91,0,0,2012-11-26 07:00:00
25448,25449,2012,11,26,8,14.0,-16,2.0,1023.0,0,46.93,0,0,2012-11-26 08:00:00
